EVALUASI SISTEM PEMANTAUAN BANJIR BENDUNGAN CIAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pemantauan Per Jam (Maret 2023 – Juli 2026) & Analisis Outflow 100% Konduit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pemutakhiran,,,,,,Metode UPB,,,,,,Pedoman OP & RTD Bendungan,,,,,,
134,4/3/2023,12:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
135,4/3/2023,4:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
136,4/3/2023,8:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
137,4/4/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
138,4/4/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
139,4/4/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
140,4/4/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
141,4/5/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
142,4/5/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
143,4/5/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
144,4/5/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
145,4/6/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
146,4/6/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
147,4/6/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
148,4/6/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
149,4/7/2023,8:00:00 AM,508.70,3.90,,"1,288.94",,,,,,,6.06,0.00,6.06,6.07,0.01,Normal,58.05,0.00,58.05,Siaga Banjir IV,51.99,-0.90,,,
150,4/7/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,1.99,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
151,4/7/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.51,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
152,4/7/2023,8:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
153,4/8/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
154,4/8/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
155,4/8/2023,4:00:00 PM,508.43,3.90,,961.50,,,,,,,3.33,0.00,3.33,3.34,0.01,Normal,56.36,0.00,56.36,Siaga Banjir IV,53.02,-0.94,,,
156,4/8/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
157,4/9/2023,8:00:00 AM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
158,4/9/2023,12:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
159,4/9/2023,4:00:00 PM,509.00,3.90,,"1,652.76",,,,,,,8.89,0.00,8.89,8.95,0.06,Normal,59.93,0.00,59.93,Siaga Banjir IV,51.04,-0.85,,,
160,4/9/2023,8:00:00 PM,508.65,3.90,,"1,228.30",,,,,,,5.56,0.00,5.56,5.53,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,52.18,-0.90,,,
161,4/10/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
162,4/10/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
163,4/10/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
164,4/10/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
165,4/11/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
166,4/11/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
167,4/11/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
168,4/11/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
169,4/12/2023,8:00:00 AM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
170,4/12/2023,12:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
171,4/12/2023,4:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
172,4/12/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
173,4/13/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
174,4/13/2023,12:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.71,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
175,4/13/2023,4:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
176,4/13/2023,8:00:00 PM,508.27,3.90,,767.46,,,,,,,1.72,0.00,1.72,1.72,0.00,Normal,55.35,0.00,55.35,Siaga Banjir IV,53.64,-0.97,,,
177,4/14/2023,8:00:00 AM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.51,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
178,4/14/2023,12:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
179,4/14/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
180,4/14/2023,8:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
181,4/15/2023,8:00:00 AM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
182,4/15/2023,12:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
183,4/15/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
184,4/15/2023,8:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
185,4/16/2023,8:00:00 AM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
186,4/16/2023,12:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
187,4/16/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
188,4/16/2023,8:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
189,4/17/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
190,4/17/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
191,4/17/2023,4:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
192,4/17/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.03,0.01,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
193,4/18/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
194,4/18/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
195,4/18/2023,4:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
196,4/18/2023,8:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
197,4/19/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
198,4/19/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
199,4/19/2023,4:00:00 PM,508.89,3.90,,"1,519.36",,,,,,,7.98,0.00,7.98,8.04,0.06,Normal,59.24,0.00,59.24,Siaga Banjir IV,51.26,-0.87,,,
200,4/19/2023,8:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,2.99,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
201,4/20/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.00,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
202,4/20/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
203,4/20/2023,4:00:00 PM,508.50,3.90,,"1,046.39",,,,,,,4.04,0.00,4.04,4.07,0.03,Normal,56.80,0.00,56.80,Siaga Banjir IV,52.76,-0.93,,,
204,4/20/2023,8:00:00 PM,508.50,3.90,,"1,046.39",,,,,,,4.04,0.00,4.04,4.04,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,52.76,-0.93,,,
205,4/21/2023,8:00:00 AM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.51,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
206,4/21/2023,12:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
207,4/21/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
208,4/21/2023,8:00:00 PM,508.48,3.90,,"1,022.14",,,,,,,3.84,0.00,3.84,3.86,0.02,Normal,56.67,0.00,56.67,Siaga Banjir IV,52.83,-0.93,,,
209,4/22/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.00,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
210,4/22/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
211,4/22/2023,4:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
212,4/22/2023,8:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
213,4/23/2023,8:00:00 AM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
214,4/23/2023,12:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
215,4/23/2023,4:00:00 PM,508.20,3.90,,682.57,,,,,,,1.01,0.00,1.01,1.01,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,53.90,-0.98,,,
216,4/23/2023,8:00:00 PM,508.60,3.90,,"1,167.66",,,,,,,5.05,0.00,5.05,5.08,0.03,Normal,57.42,0.00,57.42,Siaga Banjir IV,52.37,-0.91,,,
217,4/24/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
218,4/24/2023,12:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.51,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
219,4/24/2023,4:00:00 PM,509.50,3.90,,"2,922.62",,,,,,,12.96,0.00,12.96,13.11,0.15,Normal,67.66,0.00,67.66,Siaga Banjir IV,54.70,-0.81,,,
220,4/24/2023,8:00:00 PM,509.00,3.90,,"1,652.76",,,,,,,8.89,0.00,8.89,8.80,0.00,Normal,59.93,0.00,59.93,Siaga Banjir IV,51.04,-0.85,,,
221,4/25/2023,8:00:00 AM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.01,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
222,4/25/2023,12:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
223,4/25/2023,4:00:00 PM,508.80,3.90,,"1,410.21",,,,,,,7.07,0.00,7.07,7.10,0.03,Normal,58.68,0.00,58.68,Siaga Banjir IV,51.61,-0.88,,,
224,4/25/2023,8:00:00 PM,508.80,3.90,,"1,410.21",,,,,,,7.07,0.00,7.07,7.07,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,51.61,-0.88,,,
225,4/26/2023,8:00:00 AM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.02,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
226,4/26/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
227,4/26/2023,4:00:00 PM,508.60,3.90,,"1,167.66",,,,,,,5.05,0.00,5.05,5.08,0.03,Normal,57.42,0.00,57.42,Siaga Banjir IV,52.37,-0.91,,,
228,4/26/2023,8:00:00 PM,508.60,3.90,,"1,167.66",,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,52.37,-0.91,,,
229,4/27/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
230,4/27/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
231,4/27/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
232,4/27/2023,8:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
233,4/28/2023,8:00:00 AM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
234,4/28/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
235,4/28/2023,4:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.51,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
236,4/28/2023,8:00:00 PM,508.25,3.90,,743.21,,,,,,,1.52,0.00,1.52,1.52,0.00,Normal,55.23,0.00,55.23,Siaga Banjir IV,53.71,-0.97,,,
237,4/29/2023,8:00:00 AM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
238,4/29/2023,12:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
239,4/29/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.01,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
240,4/29/2023,8:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.04,0.01,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
241,4/30/2023,8:00:00 AM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
242,4/30/2023,12:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
243,4/30/2023,4:00:00 PM,508.30,3.90,,803.84,,,,,,,2.02,0.00,2.02,2.02,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,53.52,-0.96,,,
244,4/30/2023,8:00:00 PM,508.40,3.90,,925.12,,,,,,,3.03,0.00,3.03,3.04,0.01,Normal,56.17,0.00,56.17,Siaga Banjir IV,53.14,-0.95,,,
245,5/1/2023,8:00:00 AM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
246,5/1/2023,12:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
247,5/1/2023,4:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
248,5/1/2023,8:00:00 PM,508.49,3.70,,"1,034.26",,,,,,,5.96,0.00,5.96,5.97,0.01,Normal,56.73,0.00,56.73,Siaga Banjir IV,50.77,-0.89,,,
249,5/2/2023,8:00:00 AM,508.50,3.70,,"1,046.39",,,,,,,6.06,0.00,6.06,6.06,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,50.74,-0.89,,,
250,5/2/2023,12:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.04,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
251,5/2/2023,4:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
252,5/2/2023,8:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.05,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
253,5/3/2023,8:00:00 AM,508.30,3.70,,803.84,,,,,,,4.04,0.00,4.04,4.04,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,51.50,-0.93,,,
254,5/3/2023,12:00:00 PM,508.30,3.70,,803.84,,,,,,,4.04,0.00,4.04,4.04,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,51.50,-0.93,,,
255,5/3/2023,4:00:00 PM,508.50,3.70,,"1,046.39",,,,,,,6.06,0.00,6.06,6.08,0.02,Normal,56.80,0.00,56.80,Siaga Banjir IV,50.74,-0.89,,,
256,5/3/2023,8:00:00 PM,515.70,3.70,,"56,961.07",,,,,,,100.83,0.00,100.83,104.71,3.88,Siaga Banjir III,130.77,0.00,130.77,Siaga Banjir III,29.94,-0.23,,,
257,5/4/2023,8:00:00 AM,508.90,3.70,,"1,531.49",,,,,,,9.71,0.00,9.71,8.42,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,49.60,-0.84,,,
258,5/4/2023,12:00:00 PM,508.80,3.70,,"1,410.21",,,,,,,8.89,0.00,8.89,8.88,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,49.78,-0.85,,,
259,5/4/2023,4:00:00 PM,509.70,3.70,,"3,430.56",,,,,,,21.40,0.00,21.40,21.54,0.14,Siaga Banjir IV,70.75,0.00,70.75,Siaga Banjir IV,49.35,-0.70,,,
260,5/4/2023,8:00:00 PM,509.70,3.70,,"3,430.56",,,,,,,21.40,0.00,21.40,21.40,0.00,Siaga Banjir IV,70.75,0.00,70.75,Siaga Banjir IV,49.35,-0.70,,,
261,5/5/2023,8:00:00 AM,508.80,3.70,,"1,410.21",,,,,,,8.89,0.00,8.89,8.85,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,49.78,-0.85,,,
262,5/5/2023,12:00:00 PM,508.75,3.70,,"1,349.58",,,,,,,8.49,0.00,8.49,8.48,0.00,Normal,58.36,0.00,58.36,Siaga Banjir IV,49.88,-0.85,,,
263,5/5/2023,4:00:00 PM,508.40,3.70,,925.12,,,,,,,5.05,0.00,5.05,5.02,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,51.12,-0.91,,,
264,5/5/2023,8:00:00 PM,509.00,3.70,,"1,652.76",,,,,,,10.52,0.00,10.52,10.57,0.05,Normal,59.93,0.00,59.93,Siaga Banjir IV,49.41,-0.82,,,
265,5/6/2023,8:00:00 AM,508.90,3.70,,"1,531.49",,,,,,,9.71,0.00,9.71,9.70,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,49.60,-0.84,,,
266,5/6/2023,12:00:00 PM,508.90,3.70,,"1,531.49",,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,49.60,-0.84,,,
267,5/6/2023,4:00:00 PM,509.30,3.70,,"2,414.67",,,,,,,12.96,0.00,12.96,13.02,0.06,Normal,64.57,0.00,64.57,Siaga Banjir IV,51.61,-0.80,,,
268,5/6/2023,8:00:00 PM,508.90,3.70,,"1,531.49",,,,,,,9.71,0.00,9.71,9.65,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,49.60,-0.84,,,
269,5/7/2023,8:00:00 AM,508.70,3.70,,"1,288.94",,,,,,,8.08,0.00,8.08,8.07,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,49.97,-0.86,,,
270,5/7/2023,12:00:00 PM,508.70,3.70,,"1,288.94",,,,,,,8.08,0.00,8.08,8.08,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,49.97,-0.86,,,
271,5/7/2023,4:00:00 PM,509.30,3.70,,"2,414.67",,,,,,,12.96,0.00,12.96,13.04,0.08,Normal,64.57,0.00,64.57,Siaga Banjir IV,51.61,-0.80,,,
272,5/7/2023,8:00:00 PM,508.90,3.70,,"1,531.49",,,,,,,9.71,0.00,9.71,9.65,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,49.60,-0.84,,,
273,5/8/2023,8:00:00 AM,508.70,3.70,,"1,288.94",,,,,,,8.08,0.00,8.08,8.07,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,49.97,-0.86,,,
274,5/8/2023,12:00:00 PM,508.60,3.70,,"1,167.66",,,,,,,7.07,0.00,7.07,7.06,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,50.35,-0.88,,,
275,5/8/2023,4:00:00 PM,509.40,3.70,,"2,668.64",,,,,,,13.77,0.00,13.77,13.88,0.10,Normal,66.11,0.00,66.11,Siaga Banjir IV,52.34,-0.79,,,
